umap_1,umap_2,OmiqFilter
8.3573,3.7013,CD4/Tcm
4.956,5.9796,CD4/Tnaive/Tn
5.1264,8.9829,CD4/Tnaive/Tn
5.0736,-11.924,CD8/Tnaive/Tn
-10.321,-3.8424,Neutrophils
-5.9436,5.35,Non-Plasmablasts
5.8285,3.3722,CD4/Tcm
-7.5543,8.112,Non-Plasmablasts
5.9641,8.8919,CD4/Tnaive/Tn
8.3232,3.7723,CD4/Tem
4.681,-12.825,CD8/Tnaive/Tn
5.0512,8.9481,CD4/Tnaive/Tn
5.3543,4.9877,CD4/Tcm
5.2538,6.4495,CD4/Tnaive/Tn
4.1513,-12.857,CD8/Tnaive/Tn
4.2633,-12.394,CD8/Tnaive/Tn
-7.3798,8.7084,Non-Plasmablasts
5.2833,4.3451,CD4/Tcm
4.6372,3.3357,CD4/Tcm
-4.8094,7.449,Non-Plasmablasts
8.8372,4.5063,CD4/Tem
6.4629,6.9626,CD4/Tnaive/Tn
9.6461,2.7912,CD4/Tem
-4.2967,7.8603,Non-Plasmablasts
8.7024,4.2018,CD4/Tem
-5.6813,4.0682,Non-Plasmablasts
-6.4753,5.943,Non-Plasmablasts
-5.7986,6.6561,Non-Plasmablasts
3.9589,2.119,CD4/Tcm
4.4723,-11.314,CD8/Tnaive/Tn
9.7843,2.3351,CD4/Tem
7.4895,5.7938,CD4/Tcm
3.9693,0.26656,CD4/Tem
5.2477,7.8918,CD4/Tcm
6.5625,1.2958,CD4/Tcm
5.3826,-8.2654,CD8/Tem
6.9838,0.52887,CD4/Tem
8.3464,5.106,CD4/Tcm
2.812,-12.877,CD8/Tnaive/Tn
-6.6788,5.8859,Non-Plasmablasts
6.2088,6.0931,CD4/Tnaive/Tn
-5.8594,7.0622,Non-Plasmablasts
-6.1078,4.5175,Non-Plasmablasts
5.0878,4.2797,CD4/Tcm
-7.2155,7.6088,Non-Plasmablasts
9.2353,2.4432,CD4/Tem
8.6531,4.6715,CD4/Tcm
3.5223,1.7245,CD4/Tcm
-7.4657,5.8966,Non-Plasmablasts
-8.3255,6.4948,Non-Plasmablasts
4.1176,-11.529,CD8/Tnaive/Tn
5.2496,4.7342,CD4/Tcm
-6.8819,4.5932,Non-Plasmablasts
9.3971,5.1159,CD4/Tcm
4.9947,8.1264,CD4/Tcm
-7.3966,4.3245,Non-Plasmablasts
4.3068,-13.098,CD8/Tnaive/Tn
9.6133,2.9452,CD4/Tem
7.0526,6.2372,CD4/Tcm
8.428,1.808,CD4/Tem
-4.392,6.8248,Non-Plasmablasts
10.257,3.399,CD4/Tcm
-5.2562,7.1725,Non-Plasmablasts
7.6748,3.2859,CD4/Tcm
6.595,8.4563,CD4/Tnaive/Tn
4.9547,-7.988,CD8/Tcm
4.5554,8.0601,CD4/Tnaive/Tn
-1.519,-4.8,Eosinophils
5.776,7.3322,CD4/Tnaive/Tn
5.6621,7.5718,CD4/Tnaive/Tn
-6.3773,9.1312,Non-Plasmablasts
7.6591,4.2209,CD4/Tnaive/Tn-like
6.2171,3.4443,CD4/Tcm
5.1716,2.3137,CD4/Tcm
-4.2623,6.9939,Non-Plasmablasts
3.7875,-9.0938,CD8/Tem
4.8002,-10.138,CD8/Tcm
-5.2665,5.0305,Non-Plasmablasts
5.8904,4.2748,CD4/Tcm
6.2378,-7.9261,CD8/Tem
-4.5032,6.7936,Non-Plasmablasts
-7.4173,7.5403,Non-Plasmablasts
6.8411,6.9741,CD4/Tcm
3.833,-9.7058,CD8/Tcm
4.4049,2.8157,CD4/Tcm
9.2522,3.9392,CD4/Tcm
4.4715,3.2767,CD4/Tcm
-7.1003,7.1468,Non-Plasmablasts
-5.4293,8.7735,Non-Plasmablasts
8.4274,5.7585,CD4/Tcm
-4.1102,6.981,Non-Plasmablasts
6.5233,3.665,CD4/Tcm
4.9626,4.8586,CD4/Tcm
9.8478,3.0476,CD4/Tem
-8.0917,5.7979,Non-Plasmablasts
-8.6172,6.4742,Non-Plasmablasts
6.3532,2.2273,CD4/Tcm
-6.0212,7.8067,Non-Plasmablasts
-1.342,-3.6649,Immature granulocytes
4.4268,-11.989,CD8/Tnaive/Tn
8.7,4.3238,CD4/Tem
-7.0953,8.632,Non-Plasmablasts
-7.9743,6.7252,Non-Plasmablasts
-5.0339,6.3851,Non-Plasmablasts
-6.7117,-4.3509,Eosinophils
3.7608,-12.51,CD8/Tnaive/Tn
-4.6733,7.7648,Non-Plasmablasts
6.157,6.8204,CD4/Tcm
5.7934,8.0493,CD4/Tnaive/Tn
5.5042,0.47813,CD4/Tem
2.8386,-13.219,CD8/Tnaive/Tn
8.3769,1.2719,CD4/Tcm
-8.7771,5.4254,Non-Plasmablasts
5.6728,-6.5157,CD8/Tem
6.2517,8.1505,CD4/Tnaive/Tn
6.4113,3.0078,CD4/Tcm
5.366,2.8764,CD4/Tcm
-5.4549,6.5224,Non-Plasmablasts
4.4205,-12.847,CD8/Tnaive/Tn
3.6505,-11.658,CD8/Tnaive/Tn
8.6226,5.9976,CD4/Tnaive/Tn-like
5.4642,-7.2603,CD8/Tem
8.9378,1.9276,Non-Plasmablasts
6.159,8.4649,CD4/Tnaive/Tn
4.2274,1.8243,CD4/Tcm
6.1045,8.1381,CD4/Tnaive/Tn
4.393,7.9276,CD4/Tnaive/Tn
4.6906,0.40566,CD4/Tem
10.368,2.2695,CD4/Tcm
8.2859,5.4909,CD4/Tcm
-7.498,4.002,Non-Plasmablasts
5.4793,-7.6144,CD8/Tem
3.9769,2.0841,CD4/Tcm
-5.557,7.3819,Non-Plasmablasts
-7.0554,7.6512,Non-Plasmablasts
4.0282,-11.146,CD8/Tnaive/Tn
-1.2956,-5.4389,ILCs
6.2742,8.4497,CD4/Tcm
-3.8768,6.1227,Non-Plasmablasts
3.2272,-12.146,CD8/Tnaive/Tn
5.7974,-8.2071,CD8/Tem
6.271,2.832,CD4/Tcm
6.513,1.9557,CD4/Tcm
6.6997,4.9643,CD4/Tcm
-7.4385,6.1861,Non-Plasmablasts
8.0684,5.0471,CD4/Tcm
5.5287,-7.2925,CD8/Tem
6.3705,3.1383,CD4/Tcm
4.2618,-8.7263,CD8/Tem
10.291,3.1817,CD4/Tcm
4.0197,2.4033,CD4/Tcm
5.5473,8.2959,CD4/Tnaive/Tn
9.9355,3.6597,CD4/Tcm
10.138,2.8086,CD4/Tcm
8.4825,1.7418,CD4/Tem
-4.8041,8.4691,Non-Plasmablasts
-7.5537,6.1044,Non-Plasmablasts
7.6934,1.2227,CD4/Tcm
-4.5944,4.9065,Non-Plasmablasts
5.1756,1.1335,CD4/Tem
9.9498,4.898,CD4/Tem
4.7599,7.2379,CD4/Tnaive/Tn
7.824,0.53193,CD4/Tem
3.851,-9.8795,CD8/Tcm
9.8647,2.1543,CD4/Tcm
9.2191,3.4364,CD4/Tem
5.557,7.405,CD4/Tcm
4.1508,-12.692,CD8/Tnaive/Tn
-4.7021,5.4781,Non-Plasmablasts
-7.9408,4.0425,Non-Plasmablasts
-5.2035,6.8263,Non-Plasmablasts
3.4352,-11.78,CD8/Tnaive/Tn
9.018,3.2056,CD4/Tcm
5.3799,1.1179,CD4/Tem
8.3926,1.1094,CD4/Tcm
-6.785,7.517,Non-Plasmablasts
-6.3205,7.4826,Non-Plasmablasts
-5.1569,6.2835,Non-Plasmablasts
3.2946,-12.072,CD8/Tnaive/Tn
4.6688,0.63082,CD4/Tem
-7.9837,5.0853,Non-Plasmablasts
7.8051,4.9675,CD4/Tcm
-5.5275,6.7218,Non-Plasmablasts
3.8796,-11.222,CD8/Tnaive/Tn
5.5396,-8.9247,CD8/Tem
-6.7168,8.4231,Non-Plasmablasts
6.2483,7.5182,CD4/Tnaive/Tn
-7.4876,6.7449,Non-Plasmablasts
3.6095,2.8849,CD4/Tcm
5.6711,2.6448,CD4/Tcm
4.7362,1.0571,CD4/Tem
3.5696,1.7482,CD4/Tcm
-7.1686,5.8325,Non-Plasmablasts
7.9788,5.9693,CD4/Tcm
4.7569,2.9741,CD4/Tcm
5.0381,-11.382,CD8/Tcm
-8.8114,6.3074,Non-Plasmablasts
10.097,4.5422,CD4/Tem
4.064,7.4475,CD4/Tnaive/Tn
4.2849,-12.793,CD8/Tnaive/Tn
3.2994,-12.116,CD8/Tnaive/Tn
9.2593,3.0708,CD4/Tcm
-7.5166,7.2112,Non-Plasmablasts
7.4591,6.6923,CD4/Tnaive/Tn-like
5.5916,0.66433,CD4/Tem
5.2264,8.7668,CD4/Tnaive/Tn
4.542,3.5877,CD4/Tcm
5.1228,1.5275,CD4/Tcm
3.6168,-7.9395,CD8/Tem
5.3814,3.979,CD4/Tcm
4.3346,2.618,CD4/Tcm
6.0942,2.7896,CD4/Tcm
-8.4347,4.3847,Non-Plasmablasts
5.8524,4.5146,CD4/Tcm
-4.753,5.488,Non-Plasmablasts
-4.5192,4.5143,Non-Plasmablasts
6.1096,8.4858,CD4/Tnaive/Tn
9.3708,1.3142,CD4/Tem
4.4623,7.9914,CD4/Tnaive/Tn
4.3318,-9.2214,CD8/Tem
-11.052,-5.2729,Neutrophils
4.9516,-13.212,CD8/Tnaive/Tn
8.4794,5.4219,CD4/Tcm
8.689,2.9641,CD4/Tem
-7.6067,5.1374,Non-Plasmablasts
4.6252,-11.377,CD8/Tnaive/Tn
-8.5428,4.6236,Non-Plasmablasts
3.566,2.6016,CD4/Tcm
-7.3379,6.2882,Non-Plasmablasts
4.7878,3.2839,CD4/Tcm
4.6674,3.9055,CD4/Tcm
4.6343,-11.952,CD8/Tnaive/Tn
6.2173,4.8289,CD4/Tcm
-6.5353,7.857,Non-Plasmablasts
-5.9019,4.9425,Non-Plasmablasts
6.0082,-7.2113,CD8/Tem
6.3944,6.5326,CD4/Tnaive/Tn
8.3219,2.0134,CD4/Tcm
-3.8635,5.7775,Non-Plasmablasts
8.1435,3.1086,CD4/Tem
-8.1404,3.7534,Non-Plasmablasts
-4.9425,8.0469,Non-Plasmablasts
5.7505,4.2833,CD4/Tcm
5.9614,9.1399,CD4/Tnaive/Tn
5.7521,3.0207,CD4/Tcm
4.9516,4.3391,CD4/Tcm
7.5172,2.1019,CD4/Tem
4.777,8.2924,CD4/Tnaive/Tn
4.5049,-8.5159,CD8/Tem
5.4538,6.5544,CD4/Tnaive/Tn
-6.0713,7.5993,Non-Plasmablasts
5.245,3.4756,CD4/Tcm
3.8692,-11.543,CD8/Tnaive/Tn
5.6706,4.4635,CD4/Tcm
3.6918,2.04,CD4/Tcm
7.4201,2.4008,CD4/Tcm
4.6704,7.6925,CD4/Tcm
8.7747,4.6717,CD4/Tem
4.1366,-11.4,CD8/Tnaive/Tn
4.0031,-12.437,CD8/Tnaive/Tn
-6.8707,6.593,Non-Plasmablasts
5.6564,5.2233,CD4/Tcm
-6.7243,3.5294,Non-Plasmablasts
9.1049,4.8251,CD4/Tem
5.28,3.7653,CD4/Tcm
8.402,6.0946,CD4/Tnaive/Tn-like
6.0253,2.9011,CD4/Tcm
-4.3078,6.2706,Non-Plasmablasts
3.719,0.60913,CD4/Tem
5.4243,-7.4742,CD8/Tem
4.8496,1.5572,CD4/Tcm
8.6374,3.0118,CD4/Tem
6.3417,6.9898,CD4/Tnaive/Tn
8.4497,5.4121,CD4/Tem
-7.0963,8.5325,Non-Plasmablasts
4.1068,0.8186,CD4/Tem
3.819,3.092,CD4/Tcm
-5.5798,8.8808,Non-Plasmablasts
3.7329,1.9636,CD4/Tcm
10.166,4.5894,CD4/Tcm
4.6163,-12.592,CD8/Tnaive/Tn
9.3028,4.1103,CD4/Tem
4.5563,-9.8363,CD8/Tcm
-6.6474,6.6316,Non-Plasmablasts
6.2741,8.0314,CD4/Tcm
4.782,-8.2419,CD8/Tem
6.0832,8.3324,CD4/Tnaive/Tn
5.5894,5.3125,CD4/Tcm
3.9705,-9.8154,CD8/Tcm
5.0635,-11.719,CD8/Tnaive/Tn
3.7175,3.6761,CD4/Tcm
5.1732,8.7624,CD4/Tnaive/Tn
3.6224,1.3607,CD4/Tcm
-8.7869,6.9053,Non-Plasmablasts
4.7968,6.7152,CD4/Tnaive/Tn
8.776,3.1113,CD4/Tem
7.2174,5.4131,CD4/Tnaive/Tn-like
4.5545,7.7499,CD4/Tnaive/Tn
-4.8058,7.5161,Non-Plasmablasts
5.7221,-6.6041,CD8/Tem
9.0336,2.8662,CD4/Tem
8.1672,4.8154,CD4/Tem
8.3965,6.6185,CD4/Tnaive/Tn-like
4.5735,1.3627,CD4/Tcm
8.6218,6.4086,CD4/Tnaive/Tn-like
5.4697,8.5659,CD4/Tnaive/Tn
-5.2855,7.0792,Non-Plasmablasts
-6.0337,8.6264,Non-Plasmablasts
4.6176,-9.4993,CD8/Tem
-4.9327,5.5532,Non-Plasmablasts
4.5392,8.3277,CD4/Tnaive/Tn
2.8732,-12.295,CD8/Tnaive/Tn
4.9606,8.5949,CD4/Tnaive/Tn
-4.8838,7.0049,Non-Plasmablasts
5.4647,6.9643,CD4/Tnaive/Tn
3.7893,0.93467,CD4/Tem
-6.0796,6.3924,Non-Plasmablasts
-6.7849,7.5935,Non-Plasmablasts
-4.3927,7.3796,Non-Plasmablasts
-8.2451,6.8754,Non-Plasmablasts
-5.5279,3.6186,Non-Plasmablasts
7.7546,2.8013,CD4/Tcm
-7.4435,6.7195,Non-Plasmablasts
-6.2879,8.5676,Non-Plasmablasts
4.7491,8.7094,CD4/Tnaive/Tn
4.265,2.911,CD4/Tcm
4.4676,-13.035,CD8/Tnaive/Tn
-7.9417,5.1711,Non-Plasmablasts
4.8339,-9.2167,CD8/Tcm
-5.4823,8.8426,Non-Plasmablasts
3.7634,-12.153,CD8/Tnaive/Tn
9.066,4.2108,CD4/Tcm
5.6741,7.9426,CD4/Tcm
4.2591,3.1438,CD4/Tcm
3.6898,-12.161,CD8/Tnaive/Tn
-8.6353,3.9193,Non-Plasmablasts
3.1292,-13.203,CD8/Tnaive/Tn
7.8299,0.95066,CD4/Tem
6.0208,-8.1656,CD8/Tem
5.0486,7.626,CD4/Tcm
4.4832,1.4966,CD4/Tcm
4.9423,7.96,CD4/Tnaive/Tn
9.2078,3.6595,CD4/Tcm
6.2458,9.106,CD4/Tnaive/Tn
-4.632,7.7967,Non-Plasmablasts
-6.984,6.8795,Non-Plasmablasts
8.6051,4.7146,CD4/Tcm
4.6502,-10.292,CD8/Tcm
8.8987,2.0094,CD4/Tcm
10.417,2.3955,CD4/Tcm
5.9336,-7.2276,CD8/Tcm
5.7519,3.5962,CD4/Tcm
7.495,2.0056,CD4/Tem
-5.2879,6.7372,Non-Plasmablasts
3.5521,-9.6306,CD8/Tem
4.8205,3.411,CD4/Tcm
6.6026,-7.606,CD8/Tem
4.5872,-12.095,CD8/Tnaive/Tn
-6.6365,7.0661,Non-Plasmablasts
4.7168,4.8067,CD4/Tcm
-7.2164,8.6164,Non-Plasmablasts
5.3389,8.0662,CD4/Tnaive/Tn
-5.6272,8.338,Non-Plasmablasts
6.0359,7.7147,CD4/Tnaive/Tn
5.4893,4.3099,CD4/Tcm
5.2777,-7.7596,CD8/Tem
4.6856,8.0228,CD4/Tcm
-7.1778,4.8607,Non-Plasmablasts
7.3431,2.633,CD4/Tcm
6.3578,1.6961,CD4/Tcm
5.0035,8.0827,CD4/Tnaive/Tn
7.6036,0.96195,CD4/Tcm
-7.8302,5.8759,Non-Plasmablasts
5.064,9.2161,CD4/Tnaive/Tn
9.8996,2.0439,CD4/Tcm
8.4115,1.2008,CD4/Tem
7.8752,6.6453,CD4/Tnaive/Tn
4.4662,2.5013,CD4/Tem
6.8983,6.9101,CD4/Tnaive/Tn
-3.4675,-5.5436,NK cells
-6.338,6.5893,Non-Plasmablasts
6.8631,7.3707,CD4/Tnaive/Tn
3.3398,1.9399,CD4/Tem
-6.3792,8.1028,Non-Plasmablasts
9.0055,5.4689,CD4/Tem
4.8203,-9.4433,CD8/Tem
8.4351,4.2599,CD4/Tem
6.0817,-8.1575,CD8/Tcm
3.927,1.7353,CD4/Tcm
3.2497,-9.2181,CD8/Temra
3.5414,-9.6097,CD8/Temra
-6.9395,7.0301,Non-Plasmablasts
5.223,8.226,CD4/Tnaive/Tn
6.1611,2.6629,CD4/Tcm
-7.7568,7.8985,Non-Plasmablasts
2.8935,-11.79,CD8/Tnaive/Tn
6.166,2.8926,CD4/Tcm
6.689,1.6833,CD4/Tcm
-7.1187,8.9256,Non-Plasmablasts
10.213,3.4935,CD4/Tcm
4.0954,-11.9,CD8/Tnaive/Tn
7.7161,3.8038,CD4/Tcm
5.3404,8.6865,CD4/Tnaive/Tn
8.2925,6.628,CD4/Tnaive/Tn-like
8.8074,1.3053,CD4/Tem
6.0728,7.0119,CD4/Tcm
-5.9564,8.6481,Non-Plasmablasts
9.0872,3.7276,CD4/Tem
9.7887,2.8702,CD4/Tem
5.3689,7.6003,CD4/Tcm
5.1077,4.4899,CD4/Tcm
5.9785,-8.0893,CD8/Tem
9.9046,2.981,CD4/Tem
-5.801,9.0082,Non-Plasmablasts
5.4283,-7.8132,CD8/Tem
-6.0906,8.8314,Non-Plasmablasts
4.6008,8.0861,CD4/Tnaive/Tn
5.2993,4.0384,CD4/Tcm
3.5365,-11.117,CD8/Tcm
5.7341,8.7541,CD4/Tnaive/Tn
4.5439,2.3982,CD4/Tcm
6.1206,8.1951,CD4/Tcm
6.0172,6.6922,CD4/Tcm
7.395,1.527,CD4/Tcm
5.5067,5.4411,CD4/Tcm
3.7873,1.3148,CD4/Tcm
10.003,3.4732,CD4/Tcm
-5.2905,8.4842,Non-Plasmablasts
5.8142,1.1754,CD4/Tem
6.2484,1.3032,CD4/Tem
5.5167,8.2391,CD4/Tnaive/Tn
-8.7055,6.8614,Non-Plasmablasts
-8.0578,7.1327,Non-Plasmablasts
3.8789,-12.415,CD8/Tnaive/Tn
5.7235,7.5154,CD4/Tnaive/Tn
8.3876,1.968,CD4/Tem
4.051,3.5248,CD4/Tcm
4.7594,7.0584,CD4/Tcm
-6.2237,7.6957,Non-Plasmablasts
6.2062,-8.065,CD8/Tem
3.5138,-11.247,CD8/Tnaive/Tn
5.7726,8.2585,CD4/Tcm
4.8069,6.171,CD4/Tcm
3.496,-9.3668,Immature granulocytes
7.9434,2.609,CD4/Tcm
3.9517,2.7477,CD4/Tcm
8.9613,2.9421,CD4/Tem
9.2258,5.156,CD4/Tcm
5.2426,3.6579,CD4/Tcm
-7.2861,8.6471,Non-Plasmablasts
7.0269,4.4778,CD4/Tcm
9.4932,4.9484,CD4/Tcm
3.7009,-13.433,CD8/Tnaive/Tn
7.2794,2.7009,CD4/Tcm
-7.5424,5.7528,Non-Plasmablasts
-7.7708,2.1277,Non-Plasmablasts
3.6107,-9.7741,CD8/Temra
4.5656,7.4204,CD4/Tnaive/Tn
-6.8926,7.5234,Non-Plasmablasts
6.9856,5.0509,CD4/Tcm
9.1034,4.4449,CD4/Tcm
4.8452,-9.729,CD8/Tcm
4.1434,-13.352,CD8/Tnaive/Tn
5.9949,1.9361,CD4/Tcm
8.674,4.2307,CD4/Tcm
8.4693,2.4628,CD4/Tem
6.0852,1.1109,CD4/Tem
4.8652,1.5634,CD4/Tem
-8.3674,4.8117,Non-Plasmablasts
5.7881,3.2892,CD4/Tcm
6.7155,8.5628,CD4/Tnaive/Tn
8.5295,1.198,CD4/Tem
4.5616,2.0468,CD4/Tcm
5.552,0.17102,CD4/Tem
-4.4776,7.5011,Non-Plasmablasts
5.4906,7.62,CD4/Tnaive/Tn
4.697,-12.388,CD8/Tcm
5.2723,3.5791,CD4/Tcm
-5.8343,7.3077,Non-Plasmablasts
6.2856,-7.4671,CD8/Tem
-5.9414,7.6126,Non-Plasmablasts
5.2586,-9.3079,CD8/Tcm
5.9271,2.2537,CD4/Tcm
10.177,3.9274,CD4/Tem
5.9729,3.0184,CD4/Tcm
5.9131,2.2217,CD4/Tcm
4.4511,7.0407,CD4/Tnaive/Tn
4.7924,7.4325,CD4/Tnaive/Tn
6.5102,8.1372,CD4/Tcm
-4.3886,6.921,Non-Plasmablasts
-7.9496,4.9066,Non-Plasmablasts
5.1128,-8.2841,CD8/Tem
-5.9677,8.7273,Non-Plasmablasts
-5.1701,6.7226,Non-Plasmablasts
6.0324,8.4085,CD4/Tnaive/Tn
6.9475,4.2288,CD4/Temra
9.2131,1.0174,CD4/Tem
4.9821,-12.515,CD8/Tcm
9.402,2.8179,CD4/Tem
3.9979,3.1346,CD4/Tcm
-6.1374,4.5974,Non-Plasmablasts
6.6811,3.0534,CD4/Tcm
-5.4867,8.8702,Non-Plasmablasts
5.6276,3.911,CD4/Tcm
-6.5682,0.46596,NK cells
-6.1057,7.9357,Non-Plasmablasts
-8.2527,3.4396,Non-Plasmablasts
8.9698,2.3474,CD4/Tcm
4.5379,8.0533,CD4/Tcm
3.6843,-9.5293,CD8/Temra
7.3962,4.3469,CD4/Tcm
5.4873,2.5844,CD4/Tcm
4.8392,-9.8595,CD8/Tcm
6.5501,3.7655,CD4/Tcm
8.7926,1.2486,CD4/Tem
5.1211,-11.46,CD8/Tnaive/Tn
9.0983,2.0746,CD4/Tem
4.4317,3.7106,CD4/Tcm
7.9565,3.5694,CD4/Tem
4.9519,8.3639,CD4/Tnaive/Tn
4.7538,8.0961,CD4/Tnaive/Tn
-4.6785,6.1571,Non-Plasmablasts
3.9553,-9.5816,CD8/Tnaive/Tn
7.8766,3.6566,CD4/Tem
5.6275,8.1887,CD4/Tcm
5.3129,-9.5236,CD8/Tcm
4.8267,8.6369,CD4/Tnaive/Tn
4.8059,-9.0303,CD8/Tem
3.2422,-12.18,CD8/Tnaive/Tn
4.6487,-11.657,CD8/Tnaive/Tn
5.082,8.8579,CD4/Tnaive/Tn
6.4744,6.7366,CD4/Tcm
-7.5849,5.7314,Non-Plasmablasts
-6.6665,8.5957,Non-Plasmablasts
-3.4213,-3.965,DCs
9.8294,4.7768,CD4/Tcm
4.96,-11.256,CD8/Tnaive/Tn
5.2565,4.1556,CD4/Tcm
-8.2202,2.8089,Non-Plasmablasts
4.6754,7.1637,CD4/Tnaive/Tn
-7.3892,4.7883,Non-Plasmablasts
5.5525,3.7859,CD4/Tcm
5.6229,0.48226,CD4/Tem
4.5159,6.7306,CD4/Tcm
-6.5736,6.668,Non-Plasmablasts
-4.8932,5.6383,Non-Plasmablasts
6.4018,3.8266,CD4/Tcm
-7.3172,8.7783,Non-Plasmablasts
5.6613,3.3946,CD4/Tcm
4.5005,3.3735,CD4/Tcm
5.9856,-7.2174,CD8/Tem
10.429,3.2862,CD4/Tcm
-7.7904,5.392,Non-Plasmablasts
4.4284,7.4441,CD4/Tnaive/Tn
8.6266,1.1005,CD4/Tem
-4.4978,7.8605,Non-Plasmablasts
-8.4347,4.1329,Non-Plasmablasts
-5.9989,5.3066,Non-Plasmablasts
-6.5195,8.4675,Non-Plasmablasts
-7.3668,4.2856,Non-Plasmablasts
4.5396,1.9699,CD4/Tcm
3.7708,0.82897,CD4/Tem
4.285,2.5213,CD4/Tcm
-8.2278,3.5106,Non-Plasmablasts
3.9275,3.9107,CD4/Tcm
-7.1842,5.6537,Non-Plasmablasts
8.3596,3.1399,CD4/Tem
-1.5148,-4.7315,ILCs
4.9028,1.3525,CD4/Tem
5.1271,-10.096,CD8/Tcm
-8.424,5.612,Non-Plasmablasts
5.165,0.39804,CD4/Tem
10.6,2.1673,CD4/Tcm
-8.3381,4.6674,Non-Plasmablasts
4.7254,-8.6823,CD8/Tcm
-8.0402,5.1176,Non-Plasmablasts
3.4578,0.83152,CD4/Tem
-5.2605,6.2434,Non-Plasmablasts
5.7715,8.5972,CD4/Tnaive/Tn-like
-7.5196,2.5874,Non-Plasmablasts
5.7118,4.815,CD4/Tcm
-3.7006,6.6216,Non-Plasmablasts
6.1945,2.8734,CD4/Tem
3.5491,-10.605,CD8/Tnaive/Tn-like
8.0845,3.7967,CD4/Tem
5.39,7.505,CD4/Tnaive/Tn
8.5379,4.2501,CD4/Tem
6.1511,-8.7824,CD8/Tcm
6.3116,1.9847,CD4/Tcm
8.9594,2.3133,CD4/Tcm
-7.7004,6.873,Non-Plasmablasts
3.5692,1.2626,CD4/Tem
6.4356,4.9434,CD4/Tcm
-8.5782,4.2992,Non-Plasmablasts
10.377,2.6943,CD4/Tcm
3.0531,-12.609,CD8/Tnaive/Tn
-6.1144,8.2838,Non-Plasmablasts
4.2679,-9.0861,CD8/Tem
-5.771,8.4536,Non-Plasmablasts
4.512,-11.908,CD8/Tnaive/Tn
7.7453,6.0164,CD4/Tcm
5.0061,6.9618,CD4/Tcm
-6.3006,4.0593,Non-Plasmablasts
4.2476,-9.3268,CD8/Tem
5.3186,8.3755,CD4/Tnaive/Tn
-7.4657,3.018,Non-Plasmablasts
5.8966,3.4356,CD4/Tcm
9.5979,2.4563,CD4/Tcm
8.4463,2.6132,CD4/Tcm
5.4241,7.8182,CD4/Tnaive/Tn
5.1966,5.9717,CD4/Tcm
-7.9356,5.0549,Non-Plasmablasts
9.1946,2.222,CD4/Tem
4.9799,0.46337,CD4/Tem
8.6705,2.8852,CD4/Tcm
4.1961,-12.132,CD8/Tnaive/Tn
6.235,6.3959,CD4/Tcm
5.2851,6.4433,CD4/Tnaive/Tn
-7.2182,5.71,Non-Plasmablasts
5.2833,-6.1008,CD8/Tem
-4.5192,6.6851,Non-Plasmablasts
-1.5452,-6.0931,NK cells
6.5202,-7.8371,CD8/Tem
-7.5761,7.3325,Non-Plasmablasts
9.0515,2.6101,CD4/Tem
-4.8993,6.1817,Non-Plasmablasts
3.395,-12.849,CD8/Tnaive/Tn
-7.7658,5.5217,Non-Plasmablasts
-5.6002,6.6468,Non-Plasmablasts
3.3554,-7.9053,CD8/Temra
5.1788,-8.1247,CD8/Tem
7.5881,3.9451,CD4/Tcm
6.2127,8.8147,CD4/Tnaive/Tn
-7.2984,7.5034,Non-Plasmablasts
4.1546,-7.5199,CD8/Tem
6.5638,1.5168,CD4/Tcm
8.7576,1.5076,CD4/Tcm
5.3872,8.5702,CD4/Tnaive/Tn
6.1867,2.206,CD4/Tcm
5.1863,-11.81,CD8/Tnaive/Tn
3.9318,-12.587,CD8/Tnaive/Tn
5.2418,-7.5418,CD8/Tem
6.8297,5.1363,CD4/Tcm
5.8712,8.7655,CD4/Tnaive/Tn
3.0222,-11.438,CD8/Tnaive/Tn
8.3839,5.597,CD4/Tnaive/Tn-like
5.9093,3.4862,CD4/Tcm
5.9403,5.1015,CD4/Tcm
6.4666,8.3,CD4/Tnaive/Tn
9.3985,2.4626,CD4/Tem
-7.2891,3.7255,Non-Plasmablasts
8.4665,4.5941,CD4/Tcm
-6.633,8.2866,Non-Plasmablasts
5.7781,8.3814,CD4/Tnaive/Tn
-7.1513,6.1041,Non-Plasmablasts
5.8717,6.4997,CD4/Tnaive/Tn
5.7639,4.6291,CD4/Tcm
5.894,6.2548,CD4/Tcm
5.6982,8.3997,CD4/Tnaive/Tn
5.8105,7.8124,CD4/Tcm
4.5497,0.60666,CD4/Tem
4.2623,1.6602,CD4/Tem
5.0616,-7.8393,CD8/Tem
-7.0333,7.6369,Non-Plasmablasts
4.2476,1.5098,CD4/Tcm
-3.9894,6.4065,Non-Plasmablasts
5.5899,2.015,CD4/Tcm
5.4729,5.6042,CD4/Tcm
5.1247,-9.5468,CD8/Tcm
-7.297,8.1039,Non-Plasmablasts
-5.977,7.3885,Non-Plasmablasts
6.5085,6.954,CD4/Tcm
-7.8641,2.3169,Non-Plasmablasts
8.2977,0.93884,CD4/Tem
6.2626,1.6302,CD4/Tem
6.5145,3.0331,CD4/Tcm
4.7043,-13.461,CD8/Tnaive/Tn
-5.866,6.5106,Non-Plasmablasts
-6.0523,7.0221,Non-Plasmablasts
7.0008,6.4017,CD4/Tnaive/Tn-like
9.3538,4.1225,CD4/Tcm
-6.5955,8.4665,Non-Plasmablasts
